ayo sebutin kau tulis prestasi ganjar 1 anies integrasi transporta si u mum ja karta seh ingga warga jakarta mana murah ayo sebutin prestasi ganjar tunggu;positif;13.0
walopun tau hina anies aman jerat uu itetapi kalo dukung ganjartunjukin prestasi ganjarkog bisany a ny erang sonal law an maenrendah yang jawa 2 periode ganjar salah p;negatif;-10.0
anies baswedan ganjar pranowo usul capres dpc ppp ciamis via;negatif;-3.0
gerombol ijazah palsu ngedawet dukung ganjar ketar tir lihat pimpin rakyat anies cinta rakyat;positif;3.0
terima kasih mas nge tweet anies lupa ganjar ;negatif;-2.0
survei lsp kesan satu lekat bowo terima pilih ganjar anies;positif;1.0
survei capres lsp prabowo atas susul ganjar anies;positif;3.0
antagonis banget sih kamu dek melintir ucap anies trus naekin nama ganjar kamu sudah pasrah dek gua tau kesu lita n;negatif;-9.0
sy ngga suka prabowo lawan anies baswedan sy pilih yang ngga golput mudah2 an aja capres ganjar v s an ies;negatif;-6.0
survei capres lsp prabowo atas susul ganjar dan anies;positif;3.0
hasil survei lsp prabowo terima pilih ganjar dan anies;positif;7.0
iya2 skrg anies sudah turun jabat pd leluasa ya tampil harga yang terima ganjar kmrn knapa tidak dipublika si sibuk nya ri sala han anies hadeuuuhhh;negatif;-3.0
komentar warga jawa anies baswedan ganjar pranowo;positif;0
survei bukti prabowo sosok terima pilih ganjar anies;positif;1.0
elektabilitas prabowo subianto lesat survei lsp susul ganjar anies;positif;3.0
terima pilih ganjar anies survei lsp kesan satu lekat prabowo;positif;1.0
terima pilih ganjar anies survei lsp kesan satu lekat prabowo;positif;1.0
calon prabowo airlangga mbak puan ganjar anies erick anies yang d iserang banjir a da dimana2 jabodetabek kenapa anies yang serang;negatif;-8.0
terima pilih ganjar anies survei lsp kesan satu lekat prabowo;positif;1.0
elektabilitas prabowo subianto lesat survei lsp susul ganjar anies;positif;3.0
otak anies baswedan capres favorit indonesia lebih pua n ganjar prabowo dll politis cerdas sudut pandang ;positif;5.0
gasah pakai surpa surpailo orang yng kecewa dng prabowo lari calon yng dukung jokowi yng tugas par tai pdip itulogik a simpely ya labuh anies yng usung nasdem;positif;5.0
elektabilitas prabowo subianto lesat survei lsp susul ganjar anies;positif;3.0
tuju anies baswedan calon 2024 seksi reportnya prabowo calon pre siden;negatif;-7.0
terima tapi belum pilih pilih anies ganjar pilih anies ganjar pilih prabowo teta p pilih prabowo yang pilih prabowo migrasi ganjar anies 2024 hitung;positif;15.0
survei lsp prabowo subianto terima pilih ganjar anies;positif;4.0
kayak bakar jenggot ya prabowo deklarasi mingkem aja tanda anies sngt ditakutin pdip;positif;0.0
salah undang bos prabowo prabowo calon anies juga calon;positif;1.0
fernando dungu komitmen anies thdp prabowo komitmen beliau milu 2019 milu 2024 a w artaekono micoid read451987fernandotudinganiesakanpakaisegalacarauntukjadipresidentermasukkhianatiprabowodanrelamakanbabi;negatif;-5.0
belibet pilih anies perintah prabowo nyesel;negatif;-3.0
maaf 2 kali pilih kecewa mending bayar dengan dukung anies;negatif;-3.0
biarin aja mas yang seperti gin jago keok buzzer anies bela prabowo pake isu pki juga k eok ;negatif;-2.0
aniesgabenerpembohong prabowo aja bohong khianat;negatif;-8.0
lembaga survey menang ganjar prabowo survey ikut 2500 orang lokasi surveynys byk daerah non mus lim dangka n voting medsos yang ikut ratus ribu voting anies menang prosentase 7090 tahu bohong survey abal2;positif;0.0
alas usung anies baswedan bongkar loyalis prabowo nasdem nilai rezim jokowi gagal;negatif;-2.0
sandiaga relatif muda umur anies survei2 yang atas bagai cawapres k alo capres ra sanya ber at partai resmi calonin prabowo;negatif;-2.0
bijak dukung anies baswedan bangsa;positif;0.0
anies nyapres tidak beda jokowi yang boneka megawati 2024 anies boneka prabowo anies presiden ta pi a ktor dibe lakang ny a prabowo serta anjing anjing pks indonesia bangun tidur terj;negatif;-10.0
anies hebat saat beres jabat sempat2nya sedia nemuin gelintir bani taikers wuahahaks pokok 2024 prabowo yang presiden kalo anies gubernur ibukota ikn ganjar gubernur j;positif;3.0
prabowo anies nilai hati rakyat;positif;3.0
dengan aneka mnjegal pencapresan aniesdikatakan langgar janji kpd prabowomemang janji harus umur hidup fernando g oblo kmakan b abi mat amu provokasi kpk formula ememang alir duit anies prof romlibego;positif;0.0
sudah masuk kubu anies aja prabowo demokrat biar selamat indonesia;positif;0.0
cara2 basi untuk ganjal aniesdgn sell ingkar kpd prabowomaksudnyaselagi prabowo capresanies tidak capres enda smumeman g dibele nggu janji kiamatdipilih pilih hak warga negara;negatif;-10.0
seru pilpres 2024 anies vs prabowo;negatif;-5.0
survei lsp prabowo kesan satu terima pilih ganjar anies;positif;4.0
sok tau kali kau lae kemarin prabowo kau jilat si anies kau jilat dasar tukang jilat kau lae maksud kau ka lau anies jad i preside n ecek ecek kau jatah menteri mimpikau lae;negatif;-19.0
sehat kecewa bpk tapi kagum dengan jiwa legowo bpk harap bpk sedia men pena sehat ani es ruang anies pimpin ri 2024 ;positif;7.0
survei capres prabowo atas susul ganjar anies;positif;3.0
prabowo kuasa medan perang anies ganjar ahy mending minggir;negatif;-3.0
presidential threshold fix 20 juang black campaign anies baswedan ko k an eh i ni black campaign ganjar pranowo puan maharani prabowo subianto bena;negatif;-3.0
abang mending konsen aja up prabowo tidak jelek2in anies kasi loh pupuh prabowo sudah ngasih project tapi bom ab ang up;negatif;-5.0
kayak si dhani tim sukses prabowomending pilih anies;positif;2.0
gedabrus bengeksemua juga taukalo pilih prabowo rata2 skr pindah aniesyg pilih skr cma anggota parati grn dra s dranya ;negatif;-2.0
hak orang bos dukung kalo dukung anies ya monggo kalo dukung prabowo monggo dukung puan monggo g a yang mema nggilmu anjing;positif;28.0
kelompok kadrun albiadab kalo bkn bego tolol 20 thn prabowo blokir usa jam jam yono blokir tsb dibu ka yang yang anies anak buah jokowi ken lihat;negatif;-21.0
prabowo jangan bahas bos juang yang nya aja anies presiden insya allah;positif;11.0
prabowo vs anies prabowo rival berat anies pilpres 2024 satu lawan ahok 2017 catur politik dim ulai;negatif;-4.0
itu zer prabowo atas susul jago den bokep yang ke3 anies tidak serang aja prabowo anies ancam menu rut lsp h;negatif;-6.0
survei lsp elektabilitas prabowo tinggi susul ganjar pranowo anies;positif;3.0
survei capres lsp prabowo atas susul ganjar anies;positif;3.0
iya cari capres yang setir pemodalbukan anti oli gark i baswedan bagus bagus bagus dukung anies mermehkan gera senyap duku;negatif;-12.0
sulit aku nyata prabowo orang kali milu pilih prabowo unt 20 24 s aya mohon maaf kal au pilih anies;positif;0.0
partai lucu  pdip dengan kuota 20 capres puan gerindra prabowo anies partai dengan kuota 20 pt lha psi bera pa ganja r orang p dip kudu izin dululah pdip  yenny sudah izin gusdurian entar dilepeh;negatif;-9.0
saat jokowi pilih sandi prabowo tri nasdem surya paloh tidak dengar komplain nya nasdem pilih sikap m emil ih anies knpa tidak nerima pikir sikap nasdem dewasa terima dukung;positif;16.0
sudah tidak musuhmusuhan sudah masa teman indonesia satu prabowo indonesia prabowosubianto pra bowopresi den2024 prabowopresiden pilpres2024 mendingprabowo dekade08 indonesia jokowidodo presidenjokowi megawati aniesbaswedan;positif;0
lanjut prabowokami pilih anies;positif;2.0
bukti sy pilih gerindra prabowo 2014 2019 kali suara sy tidak a tersa lur pa rtai usung anies nasdem;negatif;-7.0
survei capres lsp prabowo atas susul ganjar anies;positif;3.0
sy ngga suka prabowo lawan anies baswedan sy pilih yang ngga golput mudah2 an aja capres ganjar v s an ies;negatif;-6.0
survei capres lsp prabowo atas susul ganjar dan anies;positif;3.0
dukung anies sbgian dri pndukung prabowo kalo prabowo nyapres cma sbgian p nduk ung wowo yang nyoblo s anies ya druun partai nasdem sndri pndukung jokowi yang anti anies;positif;6.0
hasil survei lsp prabowo terima pilih ganjar dan anies;positif;7.0
survei bukti prabowo sosok terima pilih ganjar anies;positif;1.0
anies baswedan rebut dukung prabowo gerindra maklum lucu;negatif;-3.0
elektabilitas prabowo subianto lesat survei lsp susul ganjar anies;positif;3.0
terima pilih ganjar anies survei lsp kesan satu lekat prabowo;positif;1.0
terima pilih ganjar anies survei lsp kesan satu lekat prabowo;positif;1.0
calon prabowo airlangga mbak puan ganjar anies erick anies yang d iserang banjir a da dimana2 jabodetabek kenapa anies yang serang;negatif;-8.0
terima pilih ganjar anies survei lsp kesan satu lekat prabowo;positif;1.0
elektabilitas prabowo subianto lesat survei lsp susul ganjar anies;positif;3.0
survei lsp elektablitas prabowo subianto atas terima dukung ganjar anies detail cmw;positif;8.0
ya mbuka beliau sbnarny anies brsama jokowi caci pndukung prabowo bahk n sbut syia h a nies lepas dri jokowi dipuja2;negatif;-3.0
tapi kepo akun anies ;negatif;-3.0
ceramah masjid deket rumah acara maulid nabi agenda presiden anies pulang rumah iring warga jak arta;positif;15.0
nila jaman ahok korupsi rajalela terus benah anies;negatif;-2.0
uang negara gelontor ahok citra ya tambah anies salur untu k la in;positif;6.0
anies baswedan resmi purna tugas 16 oktiber 2022 akhir kesan kepala dina s coxljaw yupct;positif;1.0
ngerasain gubernur dki hebat beliau 2 gubernur banyak kecewa terima kasih anies;negatif;-1.0
anies cocok kerja salon tukang rias pengantin;positif;6.0
saya ganti anies mampu saya bawah anies mohon bimbing kalo melen ceng jewer aj a;negatif;-8.0
pagi anies baswedan gelar acara pisah warga dki jakarta balai kota;negatif;-8.0
anies cocok dosen;positif;3.0
salam anies;positif;2.0
goblok yang baca anies analisis dona g lapor p ertanggungjawaban selenggara acara;positif;5.0
bikin pergub gusur ahok gusur pertamina ttd usul tari pergub anies alhamdulillah ani es terpancin g;negatif;-7.0
tau mana karya seni ala orang spt anies d i ja kan cap res dim a akal sehat;negatif;-1.0
rugi banget anies layanin sampah tolol do macem kamu ;negatif;-15.0
yusron had tauhid 15371 warga antre foto halte hi resmi anies;positif;6.0
pek cawapres anies 18 parpol lolos verifikasi administrasi;negatif;-4.0
waris anies baswedan 5 pimpin jakarta wujud adil sosial via anies gratis pa jak untuk rs da n sekolah anies jakarta aniesbaswedan anies baswedan;positif;7.0
yusron had tauhid 15371 warga antre foto halte hi resmi anies;positif;6.0
g kalau lihat rambut putri nya sih ikal banget sudah lihat belum bgmn cantik putri nya pk anies;positif;3.0
janji kampanye anies yang demo situ paham;positif;0.0
baca mas anies prestasi skrg serba balik ;positif;4.0
tapi kepo akun anies;negatif;-3.0
elegan banget nuduh istri selingkuh terus kawin in ajudan tidak bayang anies yang laku buat tapi tidak orang yang cerdas etika gentleman;positif;4.0
tampak laku makhluk kutuk kafir kerap jelek reputasi anies;negatif;-5.0
kalo dki musim hujan banjir gubernur usaha kurang banjir per ti n ormalisas i sungai keruk lumpur sungai anies usaha ngeruk lumpur sungai aja gugat warga;negatif;-17.0
rangkai acara lepas aniesariza balai kota dki;negatif;-10.0
paham mas anies;positif;0
jakarta darurat polusi gubernur anies baswedan sahkan pergub udara bersih cepat tandatangani petisi le wat gid;negatif;-15.0
dosa anies sudah tutup d osan ya sudah tutup orang2 yang maki maki mrka yang mnuduh bagai ikut dajjalhidup;negatif;-14.0
contoh anies pimpin yang amanahkalo yang tidak amanah mah kabur;positif;7.0
anies ya ratus milyar amblas bangun yang tidak manfaat;positif;9.0
anies ngaco bener banjir australia;negatif;-5.0
rawan anies baswedan garut gerak aktif pasang spanduk;positif;2.0
parameter prestasi bukti portofolio anies tidak ragu coba kandidat cek portofoli onya;negatif;-2.0
tidak nyambung bahas anies brave yang bilang kalo twit lura h it u p enjabaran lebar jelas gitu doang;negatif;-2.0
indonesia panggil 70 nasi tumpeng yogyakarta anies sukses pimpin jakarta;positif;8.0
cek cek cek n ricek anies baswedan the best;positif;4.0
emang anies ngapain aja;positif;1.0
tidak anies resmiin pos ronda;positif;2.0
pilih anies;positif;2.0
anies cocok tidak tuhan;positif;6.0
anies mantap pimpin ideal terima demo kabur  cocok aniespres iden ri2024;positif;12.0
foto potret capai anies baswedan 5 bangun jakarta;positif;8.0
lucu banget wkwkwkwkk sudah protes ampe teriak teriak eh tanya sudah bahas untung anies c uma ngomong r ileks ril eks wkwkwkwk protes w ketawa ya wkwkwk;negatif;-2.0
siap acara tasyakur purna tugas gubernur dki jakarta anies rasyid baswedan balai kota dki jakarta  srr;positif;3.0
barakallah tim tgupp dki ku rasa dki yang alhamdulillah bawah pimpin anies sal ah s atu yang te rbaik adl h tj jaklingko nya ;positif;13.0
dukung anies bisa kaya gin ya;positif;6.0
tugas kamu jual ngapain jual anies poles pake bedak tebel 1meter anies tetep b uruk rupa;positif;6.0
ya puas jaman anies air limpah gratis ;positif;12.0
terima kasih anies riza puas dengan hasil kerja dua moga lanjut dengan jabat gube rnur lanjut nya;positif;7.0
ikan sarden ikan sepat anies presiden ruhut rapat;positif;0.0
ekseskusinya pas pp mendklarasikan dukung pecapresan anies ormas kalu tidak dokontrol ngeri landreform al a2 p ki h idup ;positif;3.0
mo dukung joko anies iwan bule bu puan kalo bisa menc aci maki mak a sampah adab;negatif;-2.0
anies boneka yapto kuasa rebut rumah wanda wanda hamidah gugat wali kota jakarta pusatsoal eksekusi ru mah;positif;2.0
level anies emang camat sudirman thamrin;positif;0
atur nya bikin ahok yang demo anies otak kamu kudis ya;negatif;-6.0
kalo beneranditunggu ketemu fans gub anies yang pisah;positif;0.0
anies pimpin ngawur tanda tangan baca;positif;4.0
keren anies berani ngedatengin demo duduk dengar aspirasi ;positif;6.0
terimakasih anies;positif;5.0
to de poin aj boss dukung anies tidak muter2 gerombol usak partai akr obat prib adi;negatif;-2.0
otak anies baswedan capres favorit indonesia lebih pua n ganjar prabowo dll politis cerdas sudut pandang ;positif;5.0
mikirin anies bong makasih ya nama anies baswedan kibar pu n te rlewat ta npa diseb ut nama anies ;positif;8.0
acara pamit anies baswedan pusat kantor balai kota jakarta hindar jalanjalan 5ad;positif;1.0
kalo jatuh anies ya pakai otak kali biar tidak dungu rakyat tau maju ja kart a sudah sep erti;negatif;-16.0
kalau si demo kompetensi kapabiliti ky ya jadi kemarin anies yang ditanya2 kalo sbali knya bgmana;positif;4.0
sukses raih dasar kerja amanah yang tulus target yang dib utuh b erkolabor asi hasil bagus bangga dengan semangat raih sukses moga anies;positif;23.0
ngawur otak kamu karena anies sudah stop ya hhh;negatif;-2.0
nemuin demo citra tinggal lagi lengos jadi kalo tuntut ya pjgubernur yang sebenarn ya anies gamau nerima warga tradisi morning doorstop ahok tidak anies;negatif;-3.0
asn pemprop dki puji gubernur anies asn gantung pimpin arah anies terma suk hasil memenej s ehingga produktivitas asn dki optimal;positif;4.0
si salah anies mbak;negatif;-4.0
gapapalanjut terus39 okanies;positif;0
acara pisah anies lokasi;negatif;-3.0
bener anies baswedan hapus apa tulis media sosi al meng hapus malu;negatif;-16.0
jilat pantat anies biar kenyang;negatif;-6.0
warga undang acara pisah anies baswedan riza patria balai kota;negatif;-5.0
makassar for anies baswedan 2024 luarbiasa pagi;negatif;-3.0
anies politik identitas tukang ngibul jilat dusta;negatif;-5.0
bang anies baswedan intelektual its the best maaf jangan singkat elok baca;positif;2.0
bangun siopa anies ya;positif;7.0
video indah jabat anies yang saji anies sempat b elia u melaya ni wargan ya yang demo rendah hati loviu anies;negatif;-7.0
tinggal lanjutin prestasi anies;positif;0.0
ya allah mohon ridhomu anies pimpin negeri 2024 hidup rakyat dpt atas rukun an a ntar suku kemimpinan anies indonesia lbh ;positif;7.0
teeima kasih anies lan jutk an;negatif;-1.0
janji politik bareng niat laksana sesuai amanah yang tulus ca pres anies yang sudah bukti amanah yang tulus dpt percaya insyaallah rakyat pilih menang an;positif;25.0
program bodoh bodoh tipu anies buset indonesiacerdas;positif;0
tidak anies wanda rumah;positif;3.0
mas arief poyuono bayar gencar fitnah anies keluarga butuh makan m as;negatif;-17.0
rawan 5 anies baswedan pimpin jakarta konflik agama;negatif;-4.0
orang jawa pilih anies;positif;2.0
no comment bravo anies presiden ri 20242029 ;positif;3.0
terima kasih anies baswedan ;positif;1.0
wkakaka nenek goblok suka banget kamu jilat si anies;negatif;-8.0
gasah pakai surpa surpailo orang yng kecewa dng prabowo lari calon yng dukung jokowi yng tugas par tai pdip itulogik a simpely ya labuh anies yng usung nasdem agama juga kondisi dengan;positif;2.0
anies presiden ri 2024 kalau pasangannnya andikaapalagi lawan puansatu putar;negatif;-1.0
elektabilitas prabowo subianto lesat survei lsp susul ganjar anies;positif;3.0
7 prestasi yang raih anies salah satu stadion standart fifa hak karekter pe mimp in anie s;positif;1.0
berani banget ya anies;positif;7.0
reklamasi suksescuma alexis yang tutup lancar jayaanies;negatif;-4.0
le ria kencang anies ;negatif;-6.0
tuju anies baswedan calon 2024 seksi reportnya prabowo calon pre siden;negatif;-7.0
sepeda kayuh anies jalan balai kota henti fatmawati sempat bubuh tandatangan baju warga kump arannews comwkpgcxq0r;negatif;-2.0
takut serobot penggantinyaanies;negatif;-7.0
husnodzon bang hasrat selfi selfi background hasil karya anieskalau kemarin mal u malu ge ngsi pergi anis;negatif;-1.0
panies top markotopyg;positif;5.0
jamn aniesbunderan hi istana tidak bnjirhahahaha miduk midukklu begodi takar;positif;4.0
terima tapi belum pilih pilih anies ganjar pilih anies ganjar pilih prabowo teta p pilih prabowo yang pilih prabowo migrasi ganjar anies 2024 hitung;positif;15.0
bismillahpak anies presiden 2024 aamiiin;positif;3.0
anies nasdem pilih nasdem;positif;2.0
apa survey sy tidak pengaruh jadi apa hasil survey anies hasil sklipun tidak pengaruh sy bes erta klrg a s y ttp pilih aniesknp anies cerdas religius amanah demokratis bkn pki;positif;12.0
eep saifulah fatah anies baswedan hasil kerja partai gubernur moga depan  htt pstco 4kswublg 7y;positif;6.0
jelang purna tugas aniesariza kemas barangbarang ruang kerja balai kota;positif;0.0
buzerrp robot remot oleg bina ignor aja egp dukung bpk anies basewadan 2024     tcopvk2bo10fw;positif;5.0
waoo warga kota makassar jalan santai pantai losari bawa spanduk indonesia panggil anies baswedan;negatif;-2.0
anies sumber sumber dki jakarta 16 oktober gubernur tinggal dki jak arta;negatif;-3.0
cebong dukung bingung apalgi nyerang anies adu visi gagas narasi amp;negatif;-1.0
dukung anies suka warna orange yak;positif;3.0
bisuak anta kamu bang anies ko ka istano presiden lai jo;positif;3.0
puisi pisah anies fantasi mu anies prestasi gus stlh jangan lupa minum obat 5 warg be ncan a fi raun mi mpin jakarta rusak kota tercintaa jakarta tenggelam dala m duka 5 warga jakarta te;negatif;-19.0
anies bawa sial bawa runyam;negatif;-16.0
omong anies persis kayak susu tetangga gede empuk pulen tidak pegang  kar ya;negatif;-15.0
ahok simpang susun semanggi untuk hancur anies 5 th;negatif;-4.0
salah mas anies;negatif;-4.0
wakil warga jakarta ah yang asli jakarta tidak terwakilibangga dengan kerja anies;positif;4.0
tapi kenapa pake anies untuk cuci tangan bos pergub bs dibayalkan gub gga ting katan lbh b eda dengan perda;positif;4.0
anies capres 2024 nasionalis yang jiwa agam  pandai berfikir ;positif;4.0
emang sengaja pelihara saking benci foto2 anies koleksi benci islam pem benc i ulama untung aj a tidak wanita piara bentar akun ngilang;negatif;-5.0
tang orang ahli olah tiada salah benar nya hahaha atap halte tran sjak arta bund aran hi b ocor acara resmi gubenur anies syukur kerja tahap finishing;positif;1.0
anies baswedan tugas alhamdulillah jakarta yang acak2 jangan indonesia yang diac ak a cak diac jscukup jakarta cukupjakartasaja;positif;6.0
nga untung rugi anies level atas tedi ;negatif;-6.0
yang nanya anies tukang demo mesti lahir 1998 atas;negatif;-6.0
nih akun yang nyuruh anies buang foto wapres ;negatif;-3.0
biasa kamu sewa yeah anies murni mau rakyat tanpadi iming2in bayar b ungk us agama ni h yang pakai agama;negatif;-9.0
partai apa usung anies suara kecuali pedeipe;negatif;-1.0
kau bersyukurkarena anieskau uang tambah;positif;0
tau kalo bohong dosa itu lihat muka anies;negatif;-10.0
orang tidak iman tidak suka anies itu sembah bos chinamu;negatif;-3.0
operator nol yaa pakanies iyaaaa silah bu terima;positif;0.0
muncul akun bendera gajelas  gua ngasih sunatullah ala anies tempat tingg al g ua ;negatif;-15.0
terimakasih sudah bikin halte yang atap nya bocor pas resmi  tanda2 anies tidak becus  umxo kar0fe;positif;2.0
ramai acara lepas anies gubernur silah balaikota monas;negatif;-4.0
silaturahmi rawan anies iskandar st nasdem jalan iring menang anies baswedan;negatif;-1.0
mending puan maharani anies baswedan;negatif;-3.0
bawabawa kitab riyadushsholihin jatuh nama anies baswedan an alog i sungguhny a pas semat junjunganmujika banjir parameter hasil;negatif;-4.0
ouh nya kabur ya si anies ;positif;2.0
tidak karni ilyas diskak jokowi tidak host yaman rahma sarita sikat prof cipta lesmana tidak reply karung tidak najwa shihab tidak anies lan gsung dis ikat habi s kicep cewek mudakomplit dahh;negatif;-6.0
in syaa allah 2024 mayoritas rakyat pilih anies baswedan bagai presiden ri;positif;10.0
emang anies layan rakyat kau pikir pimpin nga protes rak yatnya;negatif;-3.0
anies kalo pimpin amp;positif;4.0
buzzer oonemang anies jadi gubernur demokratis intimidasi persekusi lawan politiknyahassyuu ko;negatif;-9.0
aja kelompok coba kau bayang anda ganjar rapat anies ap a bu jer2 kima k kek nil uh dll memuja2 ganjar;negatif;-6.0
buzzernya anies bayar piro;negatif;-3.0
anies menang dijakarta;positif;4.0
hebat anies shg orang yang waras dukung anies cm harap yang diri pki jangan pilih anies tco 9nkgcfeu am;positif;0.0
hai anies kau sudah rusak monumen nasional kau tidak tunjuk ada pohon mahoni yang ngece ri 1  h ttpst co3ryjfz qjmj;negatif;-5.0
pisah anies baswedan rekayasa alih lintas catat rute;negatif;-1.0
anies is the best tunggu tgl main biar yang tidak suka kelojot;negatif;-4.0
tunggu gebrak heru budi hartono anies baswedan dalam atas masalah jakarta;negatif;-2.0
deret janji kampanye anies realisasi;positif;0.0
survei satu alat jamin kandidat capres pilihapalah nilai sebut angka belakakeny ataa nnya nol anies ba swedan fitnahantanpa survei 85 rakyat dukung tanah air indone;negatif;-1.0
maaf ya dron gerombol aja yang nyambut tapi tolong bawa nama rakyat indonesia ya warga kampung tidak nal anies ap alagi sambut;positif;0.0
lho gugat walikota nya kemarin nulis anies zalim;negatif;-5.0
anies sudah nggak jadi gubberarti bahan bully an kurang msh jalan nih ;negatif;-11.0
anies tidak gubebernur tranferan henti uang tidak punyamau beli skincare untuk nutup bopeng tidak ad a la gimau me lonte waj ah amp;negatif;-7.0
purna tugas anies baawedan warga jakarta alhamdulillahjakarta sudah buang haj at selan jutnya in donesia jangan sampe nih panggil diacukup jakarta sajacj cukupjakartasaja;positif;0.0
ngapain survey abal rata survey open source twitter anies tempat urut atas 80 sudah lebi h cu kup wak ili rakyat indonesia yang mel k sosmed;negatif;-3.0
jangan2 diam2 dukung anies;positif;4.0
contoh pimpin berani hadap protes masyarakat lari respect anies;positif;1.0
anies bayar teman temanyaasyikk banget ya;positif;2.0
kamu pansos tempat aja buih si anies atur oligarki hahaha orang yang milih kebanyaka n ky k elo du ngu wkwk;negatif;-5.0
subhanallahini orang jikameyemu dengan banggarasa haru ri one for bang anies tex7 z269;positif;0
gubernur anies baswedan pagi sepeda diam lebak bulus balai kota dki total jarak tempuh anies sepanj ang 19 kilome ter http stcorx7kenfajj;negatif;-18.0
hasil karya anak bangsa bawah pimpin anies baswedan jakarta cantik indah pandang bundar hi patu ng t mantap hasil kerja tulus ikhlas jujur amanah kreatif;positif;29.0
pemprov dki jakarta gelar acara pisah gubernur anies baswedan wakil gubernur ahmad riza patria j abat an aniesbaswedan;negatif;-1.0
anies selamat apbd kantong orang2 dukung;positif;10.0
tunggu gebrak heru budi hartono atas banjir macet jakartajangan gagal warga jakarta tunggu has l rjanya ap a b aik anies;negatif;-12.0
anies amanah manusia baik orang baik dunia paham undang2 laknat itutapi haram dipaka i a nies kere nmemang hebat aniesallahu akbar;positif;1.0
anies tokoh cinta bineka;positif;2.0
ngeles aja kamu tong mending bg zul ketua partai anies numpang partai orang potensi kendali o liga rki seperti s i jokowi ;negatif;-2.0
anies baswedan pemimpinselalu ada dekat musyawarah gera ban n laha n rakyat laksana dengan yang rugi perintah dki jakartaanies insya allah 2024 presiden ri;positif;6.0
calon negara yang cerdas komunikasi dengan orang negeri hebat anies ahy presiden wakil 2024 tco 6tdk6a6a dn;positif;2.0
